province_eng,region_eng,month,year,occupancy_rate,no_tourist_occupied,no_tourist_all,no_tourist_thai,no_tourist_foreign,net_profit_all,net_profit_thai,net_profit_foreign
Phrae,north,4,2021,13.64,9646,62210,62067,143,126.37,126.11,0.26
Phrae,north,5,2021,7.57,5296,7717,7717,0,12.7,12.7,0
Phrae,north,6,2021,6.41,4158,6005,6005,0,8.6,8.6,0
Phrae,north,7,2021,6.9,4605,5424,5424,0,6.64,6.64,0
Phrae,north,8,2021,7.92,5383,5872,5872,0,7.16,7.16,0
Phrae,north,9,2021,14.07,9204,11993,11993,0,14.99,14.99,0
Phrae,north,10,2021,18.9,13132,19532,19532,0,25.55,25.55,0
Phrae,north,11,2021,41.96,28396,51804,51653,151,70.71,70.48,0.23
Phrae,north,12,2021,63.12,43759,91286,90937,349,143.49,142.92,0.57
Phrae,north,1,2022,64.1,44751,89699,89214,485,148.74,147.81,0.93
Phrae,north,2,2022,60.14,39469,82387,81735,652,142.98,141.64,1.34
Phrae,north,3,2022,54.36,35031,75739,75046,693,135.39,133.92,1.47
Phrae,north,4,2022,60.78,37883,102980,102301,679,198.48,197.02,1.46
Phrae,north,5,2022,56.07,35984,92109,91441,668,181.5,180.05,1.45
Phrae,north,6,2022,61.11,38977,102761,101971,790,204.14,202.41,1.73
Phrae,north,7,2022,61.53,39699,106620,105824,796,213.57,211.8,1.77
Phrae,north,8,2022,57.28,38523,101038,100296,742,204.25,202.58,1.67
Phrae,north,9,2022,59.42,40375,104142,103519,623,214,212.49,1.51
Phrae,north,10,2022,62.36,43220,108354,107640,714,226.06,224.25,1.81
Phrae,north,11,2022,65.41,46151,117116,116232,884,247.6,245.31,2.29
Phrae,north,12,2022,72.86,51177,129692,128703,989,277.91,275.28,2.63
Phrae,north,1,2023,69.72,50638,123606,122649,957,269.76,267.18,2.58
Phrae,north,2,2023,65.86,47221,113825,112853,972,255.84,253.2,2.64
Phrae,north,3,2023,59.22,45673,99007,98115,892,232.17,229.71,2.46
Phrae,north,4,2023,61.83,47458,106436,105462,974,253.51,250.78,2.73
Phrae,north,5,2023,58.25,46545,94688,93765,923,229.58,226.95,2.63
Phrae,north,6,2023,59.87,45574,91598,90718,880,223.99,221.45,2.54
Phrae,north,7,2023,55.74,40423,92413,91476,937,230.46,227.7,2.76
Phrae,north,8,2023,58.34,44872,97389,96262,1127,242.78,239.41,3.37
Phrae,north,9,2023,60.39,45275,106320,105057,1263,245.86,242.29,3.57
Phrae,north,10,2023,59.67,43036,100509,98832,1677,216.97,211.7,5.27
Phrae,north,11,2023,68.34,48990,119689,117230,2459,261.24,252.93,8.31
Phrae,north,12,2023,73.46,54375,133836,129970,3866,299.89,285.53,14.36
Phrae,north,1,2024,70.86,53513,126406,123039,3367,277.81,268.53,9.28
Phrae,north,2,2024,67.22,50025,116773,114126,2647,265.5,257.69,7.81
Phrae,north,3,2024,60.45,47202,110375,108721,1654,258.4,253.08,5.32
Phrae,north,4,2024,67.25,51366,115952,114857,1095,278.73,275.05,3.68
Phrae,north,5,2024,61.89,48729,100675,99626,1049,246.9,243.47,3.43
Phrae,north,6,2024,60.28,46065,96696,95540,1156,237.06,233.44,3.62
Phrae,north,7,2024,60.86,45543,97089,95865,1224,243.15,239.38,3.77
Phrae,north,8,2024,51.28,41916,91454,90218,1236,230.31,226.5,3.81
Phrae,north,9,2024,50.71,41641,85869,84681,1188,206.76,203.33,3.43
Phuket,south,1,2019,86.05,1528585,1690776,357769,1333007,55328.2,4770.59,50557.61
Phuket,south,2,2019,86.38,1370156,1522828,501114,1021714,45433.04,6681.99,38751.05
Phuket,south,3,2019,85.51,1483133,1645784,477869,1167915,50668.13,6372.03,44296.1
Phuket,south,4,2019,86.2,1153120,1283781,341826,941955,34194.85,3878.37,30316.48
Phuket,south,5,2019,68.25,839220,930340,92991,837349,28004.85,1055.08,26949.77
Phuket,south,6,2019,74.97,1061379,1181192,296803,884389,31831.3,3367.54,28463.76
Phuket,south,7,2019,66.17,748133,811130,225708,585422,20503.17,2974.04,17529.13
Phuket,south,8,2019,62.11,720398,794213,297163,497050,18798.6,3915.57,14883.03
Phuket,south,9,2019,61.45,765910,834314,254797,579517,20709.63,3357.33,17352.3
Phuket,south,10,2019,67.09,1007467,1156536,316689,839847,41618.55,3737.34,37881.21
Phuket,south,11,2019,76.12,963468,1106035,302965,803070,39797.79,3575.38,36222.41
Phuket,south,12,2019,82.68,1406031,1619537,511851,1107686,56002.56,6040.51,49962.05
Phuket,south,1,2020,87.71,1524977,1722034,316150,1405884,62468.6,4450.2,58018.4
Phuket,south,2,2020,56.13,853419,889508,294633,594875,29126.7,4211.59,24915.11
Phuket,south,3,2020,26.53,354012,390057,294931,95126,7239.31,3374.03,3865.28
Phuket,south,4,2020,0.35,4281,4281,0,4281,277.92,0,277.92
Phuket,south,5,2020,0.28,3621,3941,0,3941,255.85,0,255.85
Phuket,south,6,2020,5.59,72953,79787,79309,478,836.91,829.55,7.36
Phuket,south,7,2020,5.13,57992,76186,75845,341,790.12,784.03,6.09
Phuket,south,8,2020,7.3,82086,104820,104275,545,979.57,970.13,9.44
Phuket,south,9,2020,10.86,129927,162323,161848,475,1551.7,1541.2,10.5
Phuket,south,10,2020,11.03,156175,192248,191358,890,1644.83,1615.69,29.14
Phuket,south,11,2020,11.84,156307,194994,192622,2372,1706.18,1628.52,77.66
Phuket,south,12,2020,10.83,148645,183111,181465,1646,1585.84,1531.59,54.25
Phuket,south,1,2021,2.45,35865,45616,44668,948,402.5,374.91,27.59
Phuket,south,2,2021,4.52,50502,63450,62393,1057,589.75,558.99,30.76
Phuket,south,3,2021,10.86,121412,152376,151246,1130,1579.05,1541.57,37.48
Phuket,south,4,2021,13.42,147051,185057,183877,1180,2025.26,1986.22,39.04
Phuket,south,5,2021,0.42,4061,5291,4766,525,54.75,43.61,11.14
Phuket,south,6,2021,1.93,16628,28777,28224,553,253.97,243.12,10.85
Phuket,south,7,2021,2.39,21398,36699,20738,15961,1108.71,169.25,939.46
Phuket,south,8,2021,2.18,19579,33530,18204,15326,1038.99,141.8,897.19
Phuket,south,9,2021,7.69,63589,85481,60028,25453,1946.28,455.04,1491.24
Phuket,south,10,2021,9.15,78742,91363,64142,27221,2091.4,492.6,1598.8
Phuket,south,11,2021,11.59,134273,158721,117533,41188,3334.86,909.01,2425.85
Phuket,south,12,2021,26.38,232109,261943,167948,93995,6894.58,1347.82,5546.76
Phuket,south,1,2022,25.53,223405,256193,165798,90395,6647.77,1341.93,5305.84
Phuket,south,2,2022,24.56,214002,248965,161030,87935,6514.08,1297.6,5216.48
Phuket,south,3,2022,28.5,230261,274802,172762,102040,7259.89,1352.01,5907.88
Phuket,south,4,2022,31.5,245225,302292,181975,120317,8147.67,1384.27,6763.4
Phuket,south,5,2022,37.62,299970,346773,164504,182269,11751.69,1239.43,10512.26
Phuket,south,6,2022,46.84,356119,408169,172143,236026,14985.55,1285.43,13700.12
Phuket,south,7,2022,53.07,478012,545201,180043,365158,21668.18,1354.96,20313.22
Phuket,south,8,2022,53.71,491856,567163,186435,380728,21986.73,1366.28,20620.45
Phuket,south,9,2022,54.15,493943,563713,173396,390317,21829.4,1226.62,20602.78
Phuket,south,10,2022,56.42,489390,573197,198488,374709,20363.75,1378.19,18985.56
Phuket,south,11,2022,79.37,617572,744203,265123,479080,25616.14,1810.95,23805.19
Phuket,south,12,2022,82.53,656246,797812,286569,511243,26865.93,1923.94,24941.99
Phuket,south,1,2023,82.7,681547,833476,250409,583067,27776.85,1646.59,26130.26
Phuket,south,2,2023,85.19,773321,950848,262850,687998,31770.03,1835.67,29934.36
Phuket,south,3,2023,87.38,815441,997205,248051,749154,33996.83,1810.6,32186.23
Phuket,south,4,2023,82.73,801620,986188,258066,728122,32766.47,2052.63,30713.84
Phuket,south,5,2023,73.23,726575,886730,227217,659513,30671.87,1785.32,28886.55
Phuket,south,6,2023,71.02,694762,855642,212453,643189,28908.66,1725.32,27183.34
Phuket,south,7,2023,73.1,738877,922065,265628,656437,31386.46,1956.32,29430.14
Phuket,south,8,2023,73.5,761602,946418,264061,682357,32345.45,1962.48,30382.97
Phuket,south,9,2023,68.21,682363,840815,221487,619328,28958.91,1724.66,27234.25
Phuket,south,10,2023,68.89,730664,894684,214967,679717,31641.16,1799.51,29841.65
Phuket,south,11,2023,79.88,836869,1011610,210088,801522,36727.58,1632.36,35095.22
Phuket,south,12,2023,90.05,971378,1174817,288757,886060,41066.91,2259.2,38807.71
Phuket,south,1,2024,90.96,1009016,1204813,259643,945170,45195,1964.98,43230.02
Phuket,south,2,2024,92.41,1041850,1249942,242905,1007037,47635.57,1792.39,45843.18
Phuket,south,3,2024,86.37,983490,1171189,248926,922263,44259.46,1871.21,42388.25
Phuket,south,4,2024,83.66,904886,1068195,271807,796388,39356.16,2120.38,37235.78
Phuket,south,5,2024,74.06,836040,974044,240732,733312,35224.13,1851.35,33372.78
Phuket,south,6,2024,75.28,822625,954911,227882,727029,34936.97,1751.09,33185.88
Phuket,south,7,2024,75.26,789797,981564,230893,750671,38163.66,1909.18,36254.48
Phuket,south,8,2024,76.21,797484,1014473,253047,761426,38843.66,2058.47,36785.19
Phuket,south,9,2024,74.78,728820,937730,215704,722026,36559.49,1718.45,34841.04
Prachinburi,east,1,2019,68.57,106063,183846,170721,13125,521.29,479.4,41.89
Prachinburi,east,2,2019,64.61,91717,159020,147822,11198,450.84,415.1,35.74
Prachinburi,east,3,2019,65,92481,161188,153117,8071,455.72,429.97,25.75
Prachinburi,east,4,2019,58.27,99003,159781,149579,10202,505.79,445.85,59.94
Prachinburi,east,5,2019,50.37,99016,161113,153539,7574,502.15,457.65,44.5
Prachinburi,east,6,2019,51.78,83396,135349,128275,7074,423.91,382.34,41.57
Prachinburi,east,7,2019,55.6,79951,120794,115064,5730,377.7,357.45,20.25
Prachinburi,east,8,2019,59.09,82244,124224,118655,5569,388.29,368.61,19.68
Prachinburi,east,9,2019,59.58,78292,118213,113290,4923,369.36,351.95,17.41
Prachinburi,east,10,2019,50.45,79860,138975,126770,12205,423.49,361.11,62.38
Prachinburi,east,11,2019,53.64,81485,142085,130449,11636,431.07,371.59,59.48
Prachinburi,east,12,2019,55.28,84927,147991,135584,12407,449.64,386.22,63.42
Prachinburi,east,1,2020,67.12,87087,168750,157814,10936,490.4,456.38,34.02
Prachinburi,east,2,2020,46.87,60975,108111,102019,6092,302.75,282.73,20.02
Prachinburi,east,3,2020,24.63,42395,66725,64843,1882,188.94,183.05,5.89
Prachinburi,east,4,2020,0.02,20,20,0,20,1.11,0,1.11
Prachinburi,east,5,2020,0.68,1295,1295,1275,20,3.64,3.1,0.54
Prachinburi,east,6,2020,9.24,10199,29231,29215,16,71.78,71.69,0.09
Prachinburi,east,7,2020,42.52,56154,86332,86312,20,239.18,239.07,0.11
Prachinburi,east,8,2020,38.97,51381,78993,78973,20,196.98,196.87,0.11
Prachinburi,east,9,2020,40.85,53087,81627,81627,0,227.68,227.68,0
Prachinburi,east,10,2020,36.9,56283,100922,100879,43,266.12,265.9,0.22
Prachinburi,east,11,2020,40.73,66646,119515,119499,16,315.06,314.98,0.08
Prachinburi,east,12,2020,34.03,55694,99865,99822,43,263.33,263.11,0.22
Prachinburi,east,1,2021,24.02,38804,69590,69590,0,183.43,183.43,0
Prachinburi,east,2,2021,24.09,39290,70462,70462,0,165.63,165.63,0
Prachinburi,east,3,2021,30.83,47379,84968,84968,0,207.19,207.19,0
Prachinburi,east,4,2021,22.67,35050,62857,62857,0,147.76,147.76,0
Prachinburi,east,5,2021,4.57,4292,5966,5966,0,11.3,11.3,0
Prachinburi,east,6,2021,2.97,2547,3921,3921,0,7.21,7.21,0
Prachinburi,east,7,2021,1.85,1678,3384,3384,0,5.79,5.79,0
Prachinburi,east,8,2021,1.65,1521,3143,3143,0,5.27,5.27,0
Prachinburi,east,9,2021,6.83,6376,7010,7010,0,12.26,12.26,0
Prachinburi,east,10,2021,18.86,16421,17246,17246,0,31.28,31.28,0
Prachinburi,east,11,2021,30.75,53872,86770,86638,132,152.83,152.58,0.25
Prachinburi,east,12,2021,40.43,57096,101944,101780,164,210.81,210.49,0.32
Prachinburi,east,1,2022,39.79,53910,90676,90574,102,246.77,246.4,0.37
Prachinburi,east,2,2022,35.97,49930,84165,84074,91,235.05,234.71,0.34
Prachinburi,east,3,2022,32.8,48510,82576,82460,116,215.25,214.83,0.42
Prachinburi,east,4,2022,36.63,51442,87060,86858,202,233.01,232.26,0.75
Prachinburi,east,5,2022,32.64,48582,82601,82415,186,220.26,219.55,0.71
Prachinburi,east,6,2022,34.02,50454,85479,85276,203,228.5,227.73,0.77
Prachinburi,east,7,2022,37.36,53238,87208,86985,223,232.68,231.83,0.85
Prachinburi,east,8,2022,31.68,50445,81408,81205,203,217.59,216.81,0.78
Prachinburi,east,9,2022,33.28,51222,82394,82219,175,220.03,219.36,0.67
Prachinburi,east,10,2022,37.71,53389,86810,86576,234,230.56,229.64,0.92
Prachinburi,east,11,2022,39.18,54579,87890,87614,276,232.6,231.52,1.08
Prachinburi,east,12,2022,48.34,61315,104814,104298,516,283.55,281.83,1.72
Prachinburi,east,1,2023,46.79,58964,100643,100068,575,280.98,278.99,1.99
Prachinburi,east,2,2023,44.74,55057,99191,98755,436,277.28,275.75,1.53
Prachinburi,east,3,2023,47.61,58324,102230,101857,373,283.23,281.85,1.38
Prachinburi,east,4,2023,44.84,56325,106353,106021,332,293.7,292.34,1.36
Prachinburi,east,5,2023,45.67,57576,111476,111169,307,303.87,302.59,1.28
Prachinburi,east,6,2023,43.62,55629,108174,107889,285,294.16,293.01,1.15
Prachinburi,east,7,2023,42.37,55448,103876,103639,237,286.61,285.63,0.98
Prachinburi,east,8,2023,44.02,57564,107394,106740,654,298.08,295.63,2.45
Prachinburi,east,9,2023,42.38,53640,101029,100379,650,272.02,269.61,2.41
Prachinburi,east,10,2023,43.29,56626,108086,107491,595,313.99,310.38,3.61
Prachinburi,east,11,2023,44.5,57227,109124,108337,787,329.14,325.62,3.52
Prachinburi,east,12,2023,52.94,70397,131062,130252,810,383.78,380.8,2.98
Prachinburi,east,1,2024,53.99,72757,135072,134178,894,395.41,392.21,3.2
Prachinburi,east,2,2024,52.25,65854,119315,118430,885,339.11,336.03,3.08
Prachinburi,east,3,2024,55.48,68577,125832,125015,817,357.51,354.68,2.83
Prachinburi,east,4,2024,57.86,72549,140353,139497,856,397.73,394.8,2.93
Prachinburi,east,5,2024,50.79,62789,116213,112318,3895,344.68,330.65,14.03
Prachinburi,east,6,2024,51.02,63657,120692,117129,3563,378.3,364.16,14.14
Prachinburi,east,7,2024,51.93,64393,124013,120197,3816,384.03,368.68,15.35
Prachinburi,east,8,2024,47.11,59765,117493,113541,3952,350.75,334.92,15.83
Prachinburi,east,9,2024,47.91,57033,111962,107914,4048,325.17,308.73,16.44
Prachuap Khiri Khan,central,1,2019,64.55,391494,639052,511080,127972,3755.1,2516.84,1238.26
Prachuap Khiri Khan,central,2,2019,52.86,345890,563718,448291,115427,3324.5,2207.63,1116.87
Prachuap Khiri Khan,central,3,2019,61.58,364411,603965,509005,94960,3425.44,2506.6,918.84
Prachuap Khiri Khan,central,4,2019,47.04,367631,560304,476932,83372,3121.06,2102.2,1018.86
Prachuap Khiri Khan,central,5,2019,46.54,335222,514547,446022,68525,2803.37,1965.95,837.42
Prachuap Khiri Khan,central,6,2019,41.29,309372,470316,397690,72626,2640.44,1752.92,887.52
Prachuap Khiri Khan,central,7,2019,42.41,321644,559896,461809,98087,3179.3,1819.61,1359.69
Prachuap Khiri Khan,central,8,2019,39.68,325568,572472,482492,89980,3148.41,1901.1,1247.31
Prachuap Khiri Khan,central,9,2019,35.44,277715,485736,404783,80953,2717.06,1594.9,1122.16
Prachuap Khiri Khan,central,10,2019,62,417373,705632,567402,138230,4462.43,3080.08,1382.35
Prachuap Khiri Khan,central,11,2019,64.78,432497,735777,602382,133395,4603.97,3269.97,1334
Prachuap Khiri Khan,central,12,2019,48.36,493313,848254,715505,132749,5211.55,3884.03,1327.52
Prachuap Khiri Khan,central,1,2020,70.35,341491,576227,460687,115540,3509.89,2376.06,1133.83
Prachuap Khiri Khan,central,2,2020,53.11,234637,389358,329446,59912,2338.97,1745.55,593.42
Prachuap Khiri Khan,central,3,2020,22.5,126196,206331,194789,11542,950.19,824.34,125.85
Prachuap Khiri Khan,central,4,2020,0,419,419,0,419,11.87,0,11.87
Prachuap Khiri Khan,central,5,2020,0.7,3572,3785,3572,213,17.86,11.83,6.03
Prachuap Khiri Khan,central,6,2020,23.6,123905,220118,219957,161,800.36,798.31,2.05
Prachuap Khiri Khan,central,7,2020,40.99,224481,393239,393124,115,1396.62,1394.83,1.79
Prachuap Khiri Khan,central,8,2020,37.69,215954,430193,429965,228,1376.63,1372.99,3.64
Prachuap Khiri Khan,central,9,2020,37.99,204470,369834,369585,249,1169.1,1165.13,3.97
Prachuap Khiri Khan,central,10,2020,46.67,338238,504715,504646,69,2156.42,2155.62,0.8
Prachuap Khiri Khan,central,11,2020,50.35,361113,546882,546754,128,2317.85,2316.35,1.5
Prachuap Khiri Khan,central,12,2020,44.1,318247,467840,467767,73,1975.05,1974.2,0.85
Prachuap Khiri Khan,central,1,2021,10.62,76887,270283,270217,66,1160.74,1160,0.74
Prachuap Khiri Khan,central,2,2021,33.81,207590,294666,294520,146,1371.19,1368.97,2.22
Prachuap Khiri Khan,central,3,2021,36.62,225579,327856,327726,130,1575.88,1573.95,1.93
Prachuap Khiri Khan,central,4,2021,30.46,186276,275365,275243,122,1333.14,1331.47,1.67
Prachuap Khiri Khan,central,5,2021,6.89,42558,51821,51734,87,203.72,202.55,1.17
Prachuap Khiri Khan,central,6,2021,5.48,34465,36899,36826,73,138.7,137.9,0.8
Prachuap Khiri Khan,central,7,2021,2.91,18263,19918,19850,68,69.74,69.01,0.73
Prachuap Khiri Khan,central,8,2021,2.02,12616,13974,13921,53,47.06,46.5,0.56
Prachuap Khiri Khan,central,9,2021,10.32,60088,78909,78814,95,261.98,261.01,0.97
Prachuap Khiri Khan,central,10,2021,26.53,144930,262017,261857,160,824.66,823.09,1.57
Prachuap Khiri Khan,central,11,2021,38.59,249212,450266,449376,890,1440.63,1431.9,8.73
Prachuap Khiri Khan,central,12,2021,50.36,345371,595142,593435,1707,2103.31,2088.08,15.23
Prachuap Khiri Khan,central,1,2022,49.97,364053,674788,672283,2505,2370.16,2346.99,23.17
Prachuap Khiri Khan,central,2,2022,51.03,373183,707563,703568,3995,2361.83,2324.88,36.95
Prachuap Khiri Khan,central,3,2022,56.25,383479,737321,733196,4125,2438.68,2400.22,38.46
Prachuap Khiri Khan,central,4,2022,58.94,402368,795506,789036,6470,2621.91,2561.95,59.96
Prachuap Khiri Khan,central,5,2022,57.83,376515,753670,746038,7632,2568.93,2495.43,73.5
Prachuap Khiri Khan,central,6,2022,57.42,362131,733336,724690,8646,2493.49,2409.85,83.64
Prachuap Khiri Khan,central,7,2022,58.47,377599,756385,746223,10162,2587.15,2487.65,99.5
Prachuap Khiri Khan,central,8,2022,56.72,365661,789418,778982,10436,2568.89,2466.68,102.21
Prachuap Khiri Khan,central,9,2022,60.41,386178,843506,832166,11340,2784.95,2674.64,110.31
Prachuap Khiri Khan,central,10,2022,66.93,456213,909030,885893,23137,3041.38,2814.97,226.41
Prachuap Khiri Khan,central,11,2022,72.34,488942,978818,952768,26050,3302.67,3038.99,263.68
Prachuap Khiri Khan,central,12,2022,79.22,533496,1068543,1032589,35954,3698.08,3334.11,363.97
Prachuap Khiri Khan,central,1,2023,79.78,536710,1124160,1085120,39040,3984.5,3599.45,385.05
Prachuap Khiri Khan,central,2,2023,75.26,484460,953266,906822,46444,3484.05,3019.34,464.71
Prachuap Khiri Khan,central,3,2023,76.6,503046,952565,908434,44131,3733.09,3289.21,443.88
Prachuap Khiri Khan,central,4,2023,80.35,533527,1022412,979422,42990,3743.04,3304.99,438.05
Prachuap Khiri Khan,central,5,2023,71.21,455955,872912,834637,38275,3525.14,3100.07,425.07
Prachuap Khiri Khan,central,6,2023,66.39,431788,829375,788519,40856,3259.76,2798.2,461.56
Prachuap Khiri Khan,central,7,2023,68.34,443311,844130,799965,44165,3143.9,2670.43,473.47
Prachuap Khiri Khan,central,8,2023,65.86,428039,858158,817207,40951,3583.37,3126.96,456.41
Prachuap Khiri Khan,central,9,2023,58.5,374073,795750,757220,38530,3324.57,2874.39,450.18
Prachuap Khiri Khan,central,10,2023,62.37,393609,825890,793708,32182,3601.56,3201.86,399.7
Prachuap Khiri Khan,central,11,2023,70.32,464070,982990,946269,36721,4269.17,3824.93,444.24
Prachuap Khiri Khan,central,12,2023,79.5,536896,1081471,1038845,42626,4588.6,4080.31,508.29
Prachuap Khiri Khan,central,1,2024,77.59,523686,1051904,1004833,47071,4799.52,4241.34,558.18
Prachuap Khiri Khan,central,2,2024,73.75,478917,991081,935829,55252,4380.96,3754.63,626.33
Prachuap Khiri Khan,central,3,2024,72.83,474324,979818,920197,59621,4349.94,3690.27,659.67
Prachuap Khiri Khan,central,4,2024,80.45,534978,1050795,998288,52507,4632.37,4035.92,596.45
Prachuap Khiri Khan,central,5,2024,74.29,485114,974263,924401,49862,4163.66,3590.36,573.3
Prachuap Khiri Khan,central,6,2024,69.03,450589,934757,883622,51135,3940.18,3352.18,588
Prachuap Khiri Khan,central,7,2024,70.83,466641,953817,890831,62986,3842.71,3148.87,693.84
Prachuap Khiri Khan,central,8,2024,67.72,448325,914894,850066,64828,3946.33,3232.11,714.22
Prachuap Khiri Khan,central,9,2024,59.81,393538,824250,761831,62419,3621.56,2933.99,687.57
Ranong,south,1,2019,59.33,85886,110844,103790,7054,368.38,322.82,45.56
Ranong,south,2,2019,67.5,87811,113355,106278,7077,376.27,330.56,45.71
Ranong,south,3,2019,67.55,94522,122332,116378,5954,400.44,361.97,38.47
Ranong,south,4,2019,69.74,68765,83462,78948,4514,522.29,487.4,34.89
Ranong,south,5,2019,56.29,56011,67981,64514,3467,425.09,398.29,26.8
Ranong,south,6,2019,54.92,52726,64003,59443,4560,402.25,367,35.25
Ranong,south,7,2019,50.18,57228,70961,67454,3507,359.49,333.49,26
Ranong,south,8,2019,44.6,55280,68441,63856,4585,349.69,315.7,33.99
Ranong,south,9,2019,50.63,62471,77355,72288,5067,394.95,357.38,37.57
Ranong,south,10,2019,56.07,63762,74448,70661,3787,286.73,267,19.73
Ranong,south,11,2019,57.05,64724,75549,71810,3739,290.82,271.34,19.48
Ranong,south,12,2019,60.29,64372,75000,71934,3066,287.78,271.81,15.97
Ranong,south,1,2020,52.8,81465,106008,99216,6792,369.34,323.26,46.08
Ranong,south,2,2020,57.67,77074,98829,92304,6525,354.04,308.09,45.95
Ranong,south,3,2020,16.21,24758,33188,32359,829,100.13,94.72,5.41
Ranong,south,4,2020,0.13,316,316,300,16,1.31,0.27,1.04
Ranong,south,5,2020,0.21,231,231,0,231,9.01,0,9.01
Ranong,south,6,2020,6.35,6606,7834,7834,0,41.52,41.52,0
Ranong,south,7,2020,18.63,21337,25423,25423,0,117.44,117.44,0
